»’∆⁄,∆⁄ ˝,,,,∫Ï«Ú_1,∫Ï«Ú_2,∫Ï«Ú_3,∫Ï«Ú_4,∫Ï«Ú_5,¿∂«Ú_1,¿∂«Ú_2
2008-8-18,8096,,,,06,07,12,25,28,02,12
2008-8-16,8095,,,,03,04,11,21,25,01,07
2008-8-13,8094,,,,07,12,19,27,34,11,12
2008-8-11,8093,,,,06,07,10,24,30,05,08
2008-8-9,8092,,,,03,23,26,32,34,04,09
2008-8-6,8091,,,,09,13,19,22,25,04,10
2008-8-4,8090,,,,04,11,18,33,34,02,06
2008-8-2,8089,,,,08,13,24,32,33,03,09
2008-7-30,8088,,,,07,11,19,27,31,02,03
2008-7-28,8087,,,,14,22,32,33,35,01,05
2008-7-26,8086,,,,01,06,10,22,35,03,07
2008-7-23,8085,,,,03,07,13,15,19,02,10
2008-7-21,8084,,,,02,17,20,22,25,05,11
2008-7-19,8083,,,,06,14,15,30,31,03,10
2008-7-16,8082,,,,15,19,29,33,35,01,02
2008-7-14,8081,,,,07,08,20,22,29,04,07
2008-7-12,8080,,,,06,09,29,31,33,05,11
2008-7-9,8079,,,,20,23,26,32,33,05,12
2008-7-7,8078,,,,08,17,20,28,31,07,11
2008-7-5,8077,,,,01,08,21,33,34,05,07
2008-7-2,8076,,,,03,05,10,27,34,01,12
2008-6-30,8075,,,,01,10,13,30,33,06,07
2008-6-28,8074,,,,10,13,22,31,35,04,12
2008-6-25,8073,,,,02,05,06,07,31,08,10
2008-6-23,8072,,,,10,25,32,33,34,03,09
2008-6-21,8071,,,,01,05,11,14,25,01,09
2008-6-18,8070,,,,09,17,18,21,31,01,05
2008-6-16,8069,,,,05,13,16,29,33,06,08
2008-6-14,8068,,,,06,09,11,33,34,06,10
2008-6-11,8067,,,,03,10,14,15,22,04,07
2008-6-9,8066,,,,02,07,21,22,25,04,12
2008-6-7,8065,,,,19,22,23,25,32,06,12
2008-6-4,8064,,,,14,18,24,27,31,06,07
2008-6-2,8063,,,,07,11,24,30,35,06,08
2008-5-31,8062,,,,01,15,27,28,29,03,10
2008-5-28,8061,,,,07,10,14,19,32,03,06
2008-5-26,8060,,,,03,13,17,23,30,01,11
2008-5-24,8059,,,,07,13,21,25,31,08,10
2008-5-21,8058,,,,03,09,11,29,33,03,12
2008-5-19,8057,,,,05,08,09,17,33,05,06
2008-5-17,8056,,,,15,19,25,30,31,03,09
2008-5-14,8055,,,,02,14,28,30,35,04,12
2008-5-12,8054,,,,05,14,23,31,35,02,06
2008-5-10,8053,,,,01,13,21,23,32,03,06
2008-5-7,8052,,,,03,18,19,30,35,05,09
2008-5-5,8051,,,,01,07,09,11,33,03,11
2008-5-3,8050,,,,01,05,11,26,27,03,07
2008-4-30,8049,,,,01,11,14,28,30,03,10
2008-4-28,8048,,,,01,13,22,25,27,02,10
2008-4-26,8047,,,,12,18,22,23,30,06,12
2008-4-23,8046,,,,11,25,26,27,35,07,08
2008-4-21,8045,,,,14,32,33,34,35,02,04
2008-4-19,8044,,,,02,21,23,27,32,10,11
2008-4-16,8043,,,,05,08,10,31,33,02,04
2008-4-14,8042,,,,05,10,13,32,35,04,05
2008-4-12,8041,,,,07,17,21,22,28,05,10
2008-4-9,8040,,,,04,08,19,22,29,08,11
2008-4-7,8039,,,,07,11,15,27,35,04,07
2008-4-5,8038,,,,12,13,19,32,33,02,10
2008-4-2,8037,,,,11,20,24,31,35,04,10
2008-3-31,8036,,,,09,19,22,30,32,01,10
2008-3-29,8035,,,,02,12,13,29,30,05,07
2008-3-26,8034,,,,06,07,18,34,35,05,10
2008-3-24,8033,,,,03,10,21,23,30,01,09
2008-3-22,8032,,,,03,09,19,27,33,09,10
2008-3-19,8031,,,,14,20,23,27,28,02,04
2008-3-17,8030,,,,03,21,23,26,35,05,08
2008-3-15,8029,,,,06,11,18,29,30,04,11
2008-3-12,8028,,,,03,11,17,19,26,07,12
2008-3-10,8027,,,,05,17,23,31,32,04,08
2008-3-8,8026,,,,01,21,22,24,25,08,10
2008-3-5,8025,,,,06,10,12,15,28,04,12
2008-3-3,8024,,,,08,12,17,20,30,01,02
2008-3-1,8023,,,,06,26,31,32,34,07,10
2008-2-27,8022,,,,09,12,13,25,31,08,10
2008-2-25,8021,,,,05,10,13,21,24,04,09
2008-2-23,8020,,,,04,05,15,17,33,04,08
2008-2-20,8019,,,,08,24,25,29,31,04,05
2008-2-18,8018,,,,03,06,07,11,30,02,03
2008-2-16,8017,,,,02,14,25,29,32,01,06
2008-2-13,8016,,,,08,10,11,17,19,06,09
2008-2-4,8015,,,,09,18,20,27,33,06,09
2008-2-2,8014,,,,04,07,10,28,34,01,06
2008-1-30,8013,,,,01,11,19,22,35,05,09
2008-1-28,8012,,,,02,10,29,32,35,02,03
2008-1-26,8011,,,,14,20,22,24,27,07,10
2008-1-23,8010,,,,06,23,24,27,29,06,08
2008-1-21,8009,,,,04,08,12,24,30,05,08
2008-1-19,8008,,,,02,06,08,17,32,08,09
2008-1-16,8007,,,,03,04,05,12,28,03,12
2008-1-14,8006,,,,10,12,26,29,34,05,07
2008-1-12,8005,,,,18,25,29,31,34,09,10
2008-1-9,8004,,,,09,22,24,31,33,08,09
2008-1-7,8003,,,,01,11,13,32,35,02,07
2008-1-5,8002,,,,01,12,24,31,32,10,12
2008-1-2,8001,,,,01,02,11,34,35,03,10
2007-12-31,7093,,,,06,08,16,25,27,08,12
2007-12-29,7092,,,,06,19,27,28,29,06,10
2007-12-26,7091,,,,07,12,26,31,32,03,08
2007-12-24,7090,,,,04,20,24,31,33,09,12
2007-12-22,7089,,,,08,13,24,30,34,01,12
2007-12-19,7088,,,,17,18,21,23,33,06,10
2007-12-17,7087,,,,08,18,30,31,33,04,09
2007-12-15,7086,,,,14,18,19,26,28,03,09
2007-12-12,7085,,,,17,24,28,29,33,02,05
2007-12-10,7084,,,,05,11,18,29,34,10,11
2007-12-8,7083,,,,01,05,20,21,24,03,04
2007-12-5,7082,,,,03,05,14,33,34,07,08
2007-12-3,7081,,,,06,18,20,22,35,04,09
2007-12-1,7080,,,,01,15,20,25,27,05,10
2007-11-28,7079,,,,06,09,25,26,31,02,08
2007-11-26,7078,,,,09,12,14,22,23,01,02
2007-11-24,7077,,,,04,06,12,13,24,01,04
2007-11-21,7076,,,,02,09,12,15,31,09,10
2007-11-19,7075,,,,05,11,20,30,32,07,11
2007-11-17,7074,,,,16,17,23,24,31,05,10
2007-11-14,7073,,,,04,05,09,12,23,02,11
2007-11-12,7072,,,,21,24,26,27,33,01,05
2007-11-10,7071,,,,10,22,32,33,35,01,07
2007-11-7,7070,,,,07,26,29,30,35,03,04
2007-11-5,7069,,,,02,13,16,21,35,01,05
2007-11-3,7068,,,,04,09,13,14,33,06,10
2007-10-31,7067,,,,11,18,25,30,31,04,09
2007-10-29,7066,,,,04,07,08,19,24,07,12
2007-10-27,7065,,,,19,20,24,29,31,09,10
2007-10-24,7064,,,,02,16,32,33,35,05,10
2007-10-22,7063,,,,10,31,33,34,35,07,12
2007-10-20,7062,,,,01,04,10,14,29,11,12
2007-10-17,7061,,,,02,10,19,28,29,02,09
2007-10-15,7060,,,,12,13,29,30,31,04,07
2007-10-13,7059,,,,04,15,23,31,33,03,09
2007-10-10,7058,,,,08,21,25,28,33,02,06
2007-10-8,7057,,,,14,16,30,32,35,06,07
2007-10-6,7056,,,,04,11,17,20,21,05,09
2007-10-3,7055,,,,10,16,24,31,33,07,10
2007-10-1,7054,,,,04,10,19,29,34,03,06
2007-9-29,7053,,,,11,16,19,21,25,01,10
2007-9-26,7052,,,,01,14,29,32,33,05,10
2007-9-24,7051,,,,03,07,24,28,35,08,11
2007-9-22,7050,,,,13,21,22,30,35,01,11
2007-9-19,7049,,,,09,10,15,17,32,04,06
2007-9-17,7048,,,,08,25,26,29,35,06,08
2007-9-15,7047,,,,01,06,15,19,35,02,09
2007-9-12,7046,,,,04,16,18,23,30,01,10
2007-9-10,7045,,,,09,16,20,26,35,11,12
2007-9-8,7044,,,,04,05,07,12,26,01,10
2007-9-5,7043,,,,04,09,22,24,31,02,06
2007-9-3,7042,,,,07,10,22,31,35,05,06
2007-9-1,7041,,,,03,16,17,22,35,01,08
2007-8-29,7040,,,,05,21,25,28,35,01,04
2007-8-27,7039,,,,10,11,20,21,35,07,11
2007-8-25,7038,,,,06,21,25,27,32,08,09
2007-8-22,7037,,,,01,06,07,17,31,11,12
2007-8-20,7036,,,,15,18,21,27,34,01,02
2007-8-18,7035,,,,07,11,16,31,32,01,12
2007-8-15,7034,,,,06,08,11,13,22,02,11
2007-8-13,7033,,,,01,05,08,14,22,03,12
2007-8-11,7032,,,,01,13,21,23,32,04,11
2007-8-8,7031,,,,03,21,27,31,32,06,08
2007-8-6,7030,,,,11,14,27,33,35,02,07
2007-8-4,7029,,,,15,22,25,29,35,09,11
2007-8-1,7028,,,,20,26,30,34,35,03,10
2007-7-30,7027,,,,02,03,10,19,27,06,10
2007-7-28,7026,,,,05,09,13,33,35,01,08
2007-7-25,7025,,,,22,24,26,27,34,02,10
2007-7-23,7024,,,,06,16,20,25,31,04,09
2007-7-21,7023,,,,08,10,23,32,34,08,10
2007-7-18,7022,,,,08,10,12,23,25,03,10
2007-7-16,7021,,,,02,04,24,29,33,01,02
2007-7-14,7020,,,,02,06,11,12,18,05,12
2007-7-11,7019,,,,03,06,17,22,23,04,06
2007-7-9,7018,,,,03,04,16,23,28,06,09
2007-7-7,7017,,,,13,14,29,32,34,03,12
2007-7-4,7016,,,,01,14,19,24,31,03,12
2007-7-2,7015,,,,02,08,12,13,17,11,12
2007-6-30,7014,,,,01,02,07,29,32,06,07
2007-6-27,7013,,,,12,17,27,29,34,06,09
2007-6-25,7012,,,,03,12,15,29,34,07,11
2007-6-23,7011,,,,29,32,33,34,35,09,10
2007-6-20,7010,,,,06,08,18,29,34,09,11
2007-6-18,7009,,,,01,03,09,19,34,09,12
2007-6-16,7008,,,,02,08,11,21,23,04,07
2007-6-13,7007,,,,14,16,25,26,35,04,09
2007-6-11,7006,,,,01,16,20,23,28,03,06
2007-6-9,7005,,,,01,09,19,20,30,02,11
2007-6-6,7004,,,,06,10,16,17,25,02,04
2007-6-4,7003,,,,03,04,18,23,32,01,06
2007-6-2,7002,,,,15,22,31,34,35,05,12
2007-5-30,7001,,,,22,24,29,31,35,04,11
